,Airline name,Departure city,Arrival city,Departure time,Arrival time,Total stops,Price
631,IndiGo,Chennai,Kolkata,21:10,06:05,1 stop via Hyderabad,"₹ 5,042"
632,IndiGo,Chennai,Kolkata,19:40,06:05,1 stop via Hyderabad,"₹ 5,042"
633,AirAsia,Chennai,Kolkata,16:35,19:00,Non stop,"₹ 5,043"
634,AirAsia,Chennai,Kolkata,23:30,09:00,1 stop via Bengaluru,"₹ 5,043"
635,AirAsia,Chennai,Kolkata,22:35,09:00,1 stop via Bengaluru,"₹ 5,043"
636,Air India,Chennai,Kolkata,11:20,13:55,Non stop,"₹ 5,358"
637,IndiGo,Chennai,Kolkata,13:05,20:40,1 stop via Bengaluru,"₹ 5,499"
638,IndiGo,Chennai,Kolkata,20:50,01:55,1 stop via Bengaluru,"₹ 5,499"
639,Go First,Chennai,Kolkata,13:45,23:35,1 stop via Mumbai,"₹ 5,800"
640,IndiGo,Chennai,Kolkata,05:25,14:25,1 stop via Bengaluru,"₹ 5,956"
641,IndiGo,Chennai,Kolkata,14:30,20:40,1 stop via Bengaluru,"₹ 5,956"
642,AirAsia,Chennai,Kolkata,09:10,12:55,1 stop via Hyderabad,"₹ 5,987"
643,IndiGo,Chennai,Kolkata,06:05,08:15,Non stop,"₹ 6,197"
644,IndiGo,Chennai,Kolkata,05:25,11:20,1 stop via Bengaluru,"₹ 6,869"
645,IndiGo,Chennai,Kolkata,17:05,22:40,1 stop via Hyderabad,"₹ 6,869"
646,IndiGo,Chennai,Kolkata,08:00,10:25,Non stop,"₹ 7,037"
647,IndiGo,Chennai,Kolkata,15:45,22:40,1 stop via Hyderabad,"₹ 8,239"
648,IndiGo,Chennai,Kolkata,09:00,14:25,1 stop via Bengaluru,"₹ 8,980"
649,Vistara,Chennai,Kolkata,09:45,16:55,1 stop via Mumbai,"₹ 11,069"
650,Spicejet,Chennai,Hyderabad,06:15,07:30,Non stop,"₹ 4,202"
651,IndiGo,Chennai,Hyderabad,15:45,17:05,Non stop,"₹ 4,202"
652,IndiGo,Chennai,Hyderabad,17:05,18:10,Non stop,"₹ 4,202"
653,IndiGo,Chennai,Hyderabad,18:30,19:30,Non stop,"₹ 4,202"
654,IndiGo,Chennai,Hyderabad,19:40,20:55,Non stop,"₹ 4,202"
655,IndiGo,Chennai,Hyderabad,21:10,22:20,Non stop,"₹ 4,202"
656,IndiGo,Chennai,Hyderabad,22:45,23:55,Non stop,"₹ 4,202"
657,IndiGo,Chennai,Hyderabad,16:30,20:25,1 stop via Bengaluru,"₹ 4,202"
658,AirAsia,Chennai,Hyderabad,09:10,10:20,Non stop,"₹ 4,203"
659,IndiGo,Chennai,Hyderabad,11:50,13:10,Non stop,"₹ 4,307"
660,IndiGo,Chennai,Hyderabad,06:35,07:45,Non stop,"₹ 4,517"
661,IndiGo,Chennai,Hyderabad,09:55,11:05,Non stop,"₹ 4,832"
662,Air India,Chennai,Hyderabad,08:30,09:55,Non stop,"₹ 4,991"
663,AirAsia,Chennai,Hyderabad,23:30,08:45,1 stop via Bengaluru,"₹ 5,846"
664,IndiGo,Chennai,Kochi,08:25,09:35,Non stop,"₹ 5,042"
665,IndiGo,Chennai,Kochi,11:55,13:10,Non stop,"₹ 5,042"
666,IndiGo,Chennai,Kochi,17:35,18:40,Non stop,"₹ 5,042"
667,IndiGo,Chennai,Kochi,20:55,22:10,Non stop,"₹ 5,042"
668,IndiGo,Chennai,Kochi,05:25,10:55,1 stop via Bengaluru,"₹ 5,042"
669,Spicejet,Chennai,Ahmedabad,15:10,23:00,1 stop via Goa,"₹ 6,827"
670,Go First,Chennai,Ahmedabad,06:40,09:05,Non stop,"₹ 7,351"
671,IndiGo,Chennai,Ahmedabad,05:25,12:50,1 stop via Bengaluru,"₹ 7,351"
672,IndiGo,Chennai,Ahmedabad,08:25,14:50,1 stop via Kochi,"₹ 7,351"
673,IndiGo,Chennai,Ahmedabad,13:05,19:05,1 stop via Bengaluru,"₹ 7,351"
674,Go First,Chennai,Ahmedabad,13:45,20:25,1 stop via Mumbai,"₹ 7,351"
675,IndiGo,Chennai,Ahmedabad,14:30,20:45,1 stop via Bengaluru,"₹ 7,351"
676,IndiGo,Chennai,Ahmedabad,17:35,23:10,1 stop via Bengaluru,"₹ 7,351"
677,IndiGo,Chennai,Ahmedabad,16:30,23:10,1 stop via Bengaluru,"₹ 7,351"
678,IndiGo,Chennai,Ahmedabad,18:10,01:00,1 stop via Goa,"₹ 7,351"
679,IndiGo,Chennai,Ahmedabad,19:55,01:20,1 stop via Mumbai,"₹ 7,351"
680,IndiGo,Chennai,Ahmedabad,18:50,01:20,1 stop via Mumbai,"₹ 7,351"
681,IndiGo,Chennai,Ahmedabad,17:50,01:20,1 stop via Mumbai,"₹ 7,351"
682,IndiGo,Chennai,Ahmedabad,20:05,01:55,1 stop via Bhubaneswar,"₹ 7,351"
683,IndiGo,Chennai,Ahmedabad,22:45,07:10,1 stop via Hyderabad,"₹ 7,351"
684,IndiGo,Chennai,Ahmedabad,04:20,06:45,Non stop,"₹ 7,352"
685,IndiGo,Chennai,Ahmedabad,11:35,14:00,Non stop,"₹ 7,352"
686,IndiGo,Chennai,Ahmedabad,16:35,22:55,1 stop via Jaipur,"₹ 7,825"
687,IndiGo,Chennai,Ahmedabad,08:10,14:25,1 stop via Jaipur,"₹ 8,245"
688,IndiGo,Chennai,Ahmedabad,13:10,20:30,1 stop via Mumbai,"₹ 8,245"
689,IndiGo,Chennai,Ahmedabad,17:55,20:20,Non stop,"₹ 9,032"
690,"Air India, IndiGo",Chennai,Ahmedabad,14:20,20:45,1 stop via Bengaluru,"₹ 9,381"
691,IndiGo,Chennai,Ahmedabad,13:10,18:35,1 stop via Mumbai,"₹ 9,505"
692,IndiGo,Chennai,Ahmedabad,17:05,22:15,1 stop via Hyderabad,"₹ 10,135"
693,Vistara,Chennai,Ahmedabad,10:45,19:40,1 stop via New Delhi,"₹ 10,355"
694,"AirAsia, IndiGo",Chennai,Ahmedabad,09:10,20:10,"2 stop via Hyderabad,Raipur","₹ 10,866"
695,Spicejet,Chennai,Pune,06:15,14:50,1 stop via Hyderabad,"₹ 4,518"
696,Spicejet,Chennai,Pune,20:00,11:55,1 stop via Bengaluru,"₹ 4,518"
697,Go First,Chennai,Pune,06:40,22:20,1 stop via Ahmedabad,"₹ 5,041"
698,IndiGo,Chennai,Pune,03:20,04:55,Non stop,"₹ 5,042"
699,IndiGo,Chennai,Pune,22:30,00:05,Non stop,"₹ 5,042"
700,IndiGo,Chennai,Pune,05:25,13:00,1 stop via Bengaluru,"₹ 5,042"
701,IndiGo,Chennai,Pune,09:55,14:55,1 stop via Hyderabad,"₹ 5,042"
702,IndiGo,Chennai,Pune,14:30,18:45,1 stop via Bengaluru,"₹ 5,042"
703,IndiGo,Chennai,Pune,13:05,18:45,1 stop via Bengaluru,"₹ 5,042"
704,IndiGo,Chennai,Pune,17:35,21:50,1 stop via Bengaluru,"₹ 5,042"
705,IndiGo,Chennai,Pune,16:30,21:50,1 stop via Bengaluru,"₹ 5,042"
706,IndiGo,Chennai,Pune,14:40,23:00,1 stop via Coimbatore,"₹ 5,042"
707,IndiGo,Chennai,Pune,20:50,04:15,1 stop via Bengaluru,"₹ 5,042"
708,IndiGo,Chennai,Pune,22:45,05:50,1 stop via Hyderabad,"₹ 5,042"
709,IndiGo,Chennai,Pune,10:00,11:40,Non stop,"₹ 5,462"
710,IndiGo,Chennai,Pune,19:40,23:05,1 stop via Hyderabad,"₹ 5,499"
711,IndiGo,Chennai,Pune,18:30,23:05,1 stop via Hyderabad,"₹ 5,499"
712,IndiGo,Chennai,Pune,17:05,23:05,1 stop via Hyderabad,"₹ 5,499"
713,IndiGo,Chennai,Pune,15:45,23:05,1 stop via Hyderabad,"₹ 5,499"
714,IndiGo,Chennai,Pune,19:15,23:00,1 stop via Coimbatore,"₹ 5,956"
715,IndiGo,Chennai,Pune,09:00,13:00,1 stop via Bengaluru,"₹ 6,412"
716,IndiGo,Chennai,Pune,20:55,02:10,1 stop via Kochi,"₹ 6,412"
717,IndiGo,Chennai,Pune,15:40,17:15,Non stop,"₹ 6,722"
718,"Air India, IndiGo",Chennai,Pune,14:20,18:45,1 stop via Bengaluru,"₹ 8,541"
719,Vistara,Chennai,Pune,17:10,22:55,1 stop via New Delhi,"₹ 12,408"
720,AirAsia,Kolkata,New Delhi,05:25,11:50,1 stop via Guwahati,"₹ 6,487"
721,Go First,Kolkata,New Delhi,06:00,08:30,Non stop,"₹ 6,488"
722,Spicejet,Kolkata,New Delhi,06:05,08:45,Non stop,"₹ 6,488"
723,Spicejet,Kolkata,New Delhi,21:55,00:25,Non stop,"₹ 6,488"
724,Spicejet,Kolkata,New Delhi,09:15,14:40,1 stop via Jaipur,"₹ 6,488"
725,Go First,Kolkata,New Delhi,16:25,00:35,1 stop via Ahmedabad,"₹ 6,488"
726,IndiGo,Kolkata,New Delhi,01:15,03:45,Non stop,"₹ 6,489"
727,IndiGo,Kolkata,New Delhi,05:30,08:00,Non stop,"₹ 6,489"
728,IndiGo,Kolkata,New Delhi,06:40,09:15,Non stop,"₹ 6,489"
729,Air India,Kolkata,New Delhi,07:00,09:15,Non stop,"₹ 6,489"
730,Vistara,Kolkata,New Delhi,07:10,09:35,Non stop,"₹ 6,489"
731,IndiGo,Kolkata,New Delhi,10:05,12:40,Non stop,"₹ 6,489"
732,Air India,Kolkata,New Delhi,10:25,12:55,Non stop,"₹ 6,489"
733,IndiGo,Kolkata,New Delhi,19:20,21:50,Non stop,"₹ 6,489"
734,Vistara,Kolkata,New Delhi,20:25,22:45,Non stop,"₹ 6,489"
735,IndiGo,Kolkata,New Delhi,20:25,22:55,Non stop,"₹ 6,489"
736,Air India,Kolkata,New Delhi,20:30,23:00,Non stop,"₹ 6,489"
737,IndiGo,Kolkata,New Delhi,21:40,00:10,Non stop,"₹ 6,489"
738,AirAsia,Kolkata,New Delhi,20:00,22:55,Non stop,"₹ 6,490"
739,IndiGo,Kolkata,New Delhi,07:00,13:20,1 stop via Raipur,"₹ 6,857"
740,Vistara,Kolkata,New Delhi,10:15,12:35,Non stop,"₹ 6,909"
741,IndiGo,Kolkata,New Delhi,08:45,11:15,Non stop,"₹ 7,119"
742,IndiGo,Kolkata,New Delhi,18:05,20:35,Non stop,"₹ 7,119"
743,IndiGo,Kolkata,New Delhi,11:25,18:45,1 stop via Raipur,"₹ 7,172"
744,IndiGo,Kolkata,New Delhi,11:25,13:50,Non stop,"₹ 7,434"
745,IndiGo,Kolkata,New Delhi,16:30,19:00,Non stop,"₹ 7,434"
746,IndiGo,Kolkata,New Delhi,14:45,20:10,1 stop via Patna,"₹ 8,117"
747,IndiGo,Kolkata,New Delhi,17:15,22:30,1 stop via Raipur,"₹ 8,117"
748,Vistara,Kolkata,New Delhi,15:20,17:45,Non stop,"₹ 8,589"
749,Go First,Kolkata,New Delhi,14:20,16:55,Non stop,"₹ 9,008"
750,IndiGo,Kolkata,Mumbai,07:00,16:30,1 stop via Raipur,"₹ 4,547"
751,Spicejet,Kolkata,Mumbai,21:55,00:45,Non stop,"₹ 7,958"
752,Go First,Kolkata,Mumbai,16:25,21:25,1 stop via Ahmedabad,"₹ 7,958"
753,IndiGo,Kolkata,Mumbai,08:55,12:05,Non stop,"₹ 7,959"
754,Air India,Kolkata,Mumbai,16:55,19:45,Non stop,"₹ 7,959"
755,Spicejet,Kolkata,Mumbai,09:35,12:20,Non stop,"₹ 8,274"
756,Vistara,Kolkata,Mumbai,17:35,20:20,Non stop,"₹ 8,379"
757,IndiGo,Kolkata,Mumbai,19:10,22:10,Non stop,"₹ 8,379"
758,Vistara,Kolkata,Mumbai,20:35,23:30,Non stop,"₹ 8,379"
759,Vistara,Kolkata,Mumbai,10:25,13:00,Non stop,"₹ 8,799"
760,IndiGo,Kolkata,Mumbai,15:40,18:40,Non stop,"₹ 9,219"
761,IndiGo,Kolkata,Mumbai,17:35,20:25,Non stop,"₹ 9,639"
762,IndiGo,Kolkata,Mumbai,07:30,10:20,Non stop,"₹ 10,059"
763,IndiGo,Kolkata,Mumbai,11:55,16:35,1 stop via Varanasi,"₹ 10,112"
764,Air India,Kolkata,Mumbai,09:40,12:25,Non stop,"₹ 10,164"
765,Vistara,Kolkata,Mumbai,07:10,12:35,1 stop via New Delhi,"₹ 10,425"
766,AirAsia,Kolkata,Bengaluru,04:40,15:30,1 stop via Hyderabad,"₹ 6,486"
767,IndiGo,Kolkata,Bengaluru,13:50,21:15,"2 stop via Agartala,Guwahati","₹ 6,486"
768,IndiGo,Kolkata,Bengaluru,11:00,21:15,"2 stop via Agartala,Guwahati","₹ 6,486"
769,IndiGo,Kolkata,Bengaluru,09:30,21:15,"2 stop via Agartala,Guwahati","₹ 6,486"
770,AirAsia,Kolkata,Bengaluru,13:55,23:55,1 stop via Bhubaneswar,"₹ 6,486"
771,AirAsia,Kolkata,Bengaluru,20:00,10:40,1 stop via New Delhi,"₹ 6,486"
772,Go First,Kolkata,Bengaluru,08:30,11:10,Non stop,"₹ 6,488"
773,Go First,Kolkata,Bengaluru,18:55,21:30,Non stop,"₹ 6,488"
774,Spicejet,Kolkata,Bengaluru,20:30,23:10,Non stop,"₹ 6,488"
775,Go First,Kolkata,Bengaluru,05:45,19:50,1 stop via Jaipur,"₹ 6,488"
776,Go First,Kolkata,Bengaluru,06:00,21:25,1 stop via New Delhi,"₹ 6,488"
777,Go First,Kolkata,Bengaluru,16:25,23:40,1 stop via Ahmedabad,"₹ 6,488"
778,Go First,Kolkata,Bengaluru,22:20,07:25,1 stop via Pune,"₹ 6,488"
779,IndiGo,Kolkata,Bengaluru,05:25,08:05,Non stop,"₹ 6,489"
780,IndiGo,Kolkata,Bengaluru,07:15,10:00,Non stop,"₹ 6,489"
781,IndiGo,Kolkata,Bengaluru,19:50,22:40,Non stop,"₹ 6,489"
782,IndiGo,Kolkata,Bengaluru,21:20,00:05,Non stop,"₹ 6,489"
783,IndiGo,Kolkata,Bengaluru,23:35,02:20,Non stop,"₹ 6,489"
784,AirAsia,Kolkata,Bengaluru,19:45,23:55,1 stop via Bhubaneswar,"₹ 6,490"
785,IndiGo,Kolkata,Bengaluru,09:15,12:05,Non stop,"₹ 6,593"
786,Spicejet,Kolkata,Bengaluru,06:10,08:25,Non stop,"₹ 6,594"
787,IndiGo,Kolkata,Bengaluru,07:00,11:40,1 stop via Raipur,"₹ 6,645"
788,IndiGo,Kolkata,Bengaluru,04:45,14:10,1 stop via Chennai,"₹ 6,645"
789,IndiGo,Kolkata,Bengaluru,11:55,23:05,1 stop via Varanasi,"₹ 6,645"
790,IndiGo,Kolkata,Bengaluru,22:40,06:25,1 stop via Chennai,"₹ 6,645"
791,AirAsia,Kolkata,Bengaluru,09:40,12:20,Non stop,"₹ 6,705"
792,IndiGo,Kolkata,Bengaluru,04:45,10:05,1 stop via Chennai,"₹ 6,855"
793,IndiGo,Kolkata,Bengaluru,06:25,14:10,1 stop via Chennai,"₹ 6,855"
794,IndiGo,Kolkata,Bengaluru,23:20,06:55,1 stop via Hyderabad,"₹ 6,855"
795,IndiGo,Kolkata,Bengaluru,18:25,21:10,Non stop,"₹ 7,013"
796,IndiGo,Kolkata,Bengaluru,11:25,21:40,1 stop via Raipur,"₹ 7,065"
797,IndiGo,Kolkata,Bengaluru,12:55,21:20,1 stop via Visakhapatnam,"₹ 7,271"
798,IndiGo,Kolkata,Bengaluru,11:35,14:20,Non stop,"₹ 8,064"
799,Air India,Kolkata,Bengaluru,20:45,23:20,Non stop,"₹ 8,169"
800,IndiGo,Kolkata,Bengaluru,14:25,17:10,Non stop,"₹ 8,379"
801,IndiGo,Kolkata,Bengaluru,19:55,01:05,1 stop via Hyderabad,"₹ 8,747"
802,IndiGo,Kolkata,Bengaluru,13:55,20:45,1 stop via Hyderabad,"₹ 10,007"
803,Vistara,Kolkata,Bengaluru,17:35,22:50,1 stop via Mumbai,"₹ 11,586"
804,AirAsia,Kolkata,Bengaluru,16:15,19:05,Non stop,"₹ 16,254"
805,AirAsia,Kolkata,Chennai,19:45,08:30,"2 stop via Bhubaneswar,Bengaluru","₹ 6,486"
806,Go First,Kolkata,Chennai,16:25,01:15,1 stop via Ahmedabad,"₹ 6,487"
807,Spicejet,Kolkata,Chennai,20:30,07:00,1 stop via Bengaluru,"₹ 6,488"
808,IndiGo,Kolkata,Chennai,04:45,07:15,Non stop,"₹ 6,489"
809,IndiGo,Kolkata,Chennai,22:40,01:00,Non stop,"₹ 6,489"
810,IndiGo,Kolkata,Chennai,09:15,15:55,1 stop via Bengaluru,"₹ 6,647"
811,IndiGo,Kolkata,Chennai,07:15,15:55,1 stop via Bengaluru,"₹ 6,647"
812,IndiGo,Kolkata,Chennai,05:25,15:55,1 stop via Bengaluru,"₹ 6,647"
813,IndiGo,Kolkata,Chennai,23:35,08:20,1 stop via Bengaluru,"₹ 6,647"
814,IndiGo,Kolkata,Chennai,21:20,08:20,1 stop via Bengaluru,"₹ 6,647"
815,Spicejet,Kolkata,Chennai,21:25,23:35,Non stop,"₹ 6,804"
816,IndiGo,Kolkata,Chennai,05:25,12:00,1 stop via Bengaluru,"₹ 6,804"
817,IndiGo,Kolkata,Chennai,18:25,23:45,1 stop via Bengaluru,"₹ 6,804"
818,IndiGo,Kolkata,Chennai,23:20,05:55,1 stop via Hyderabad,"₹ 6,804"
819,IndiGo,Kolkata,Chennai,11:25,21:05,1 stop via Raipur,"₹ 6,962"
820,Spicejet,Kolkata,Chennai,12:00,19:30,1 stop via Visakhapatnam,"₹ 7,118"
821,IndiGo,Kolkata,Chennai,12:55,19:00,1 stop via Visakhapatnam,"₹ 7,119"
822,IndiGo,Kolkata,Chennai,14:25,23:45,1 stop via Bengaluru,"₹ 7,172"
823,AirAsia,Kolkata,Chennai,09:40,16:30,1 stop via Bengaluru,"₹ 7,276"
824,IndiGo,Kolkata,Chennai,06:25,08:50,Non stop,"₹ 7,329"
825,IndiGo,Kolkata,Chennai,11:35,17:00,1 stop via Bengaluru,"₹ 7,382"
826,AirAsia,Kolkata,Chennai,04:40,08:35,1 stop via Hyderabad,"₹ 7,481"
827,IndiGo,Kolkata,Chennai,17:45,20:10,Non stop,"₹ 8,379"
828,Air India,Kolkata,Chennai,14:40,17:05,Non stop,"₹ 9,324"
829,IndiGo,Kolkata,Chennai,13:55,20:05,1 stop via Hyderabad,"₹ 9,692"
830,AirAsia,Kolkata,Chennai,13:30,16:05,Non stop,"₹ 12,138"
831,Vistara,Kolkata,Chennai,17:35,23:05,1 stop via Mumbai,"₹ 12,389"
832,Spicejet,Kolkata,Hyderabad,13:35,21:00,1 stop via Jharsuguda,"₹ 6,488"
833,Go First,Kolkata,Hyderabad,06:00,21:50,1 stop via New Delhi,"₹ 6,488"
834,IndiGo,Kolkata,Hyderabad,04:45,13:10,1 stop via Chennai,"₹ 6,977"
835,AirAsia,Kolkata,Hyderabad,04:40,06:45,Non stop,"₹ 7,117"
836,IndiGo,Kolkata,Hyderabad,23:20,01:30,Non stop,"₹ 7,119"
837,IndiGo,Kolkata,Hyderabad,12:55,17:25,1 stop via Visakhapatnam,"₹ 7,119"
838,IndiGo,Kolkata,Hyderabad,07:00,11:20,1 stop via Raipur,"₹ 8,442"
839,IndiGo,Kolkata,Hyderabad,07:15,12:30,1 stop via Ranchi,"₹ 8,442"
840,IndiGo,Kolkata,Hyderabad,11:25,17:00,1 stop via Raipur,"₹ 8,442"
841,IndiGo,Kolkata,Hyderabad,04:45,11:05,1 stop via Chennai,"₹ 8,930"
842,Go First,Kolkata,Hyderabad,20:55,23:05,Non stop,"₹ 9,008"
843,IndiGo,Kolkata,Hyderabad,19:55,22:00,Non stop,"₹ 9,954"
844,AirAsia,Kolkata,Hyderabad,05:25,15:35,"2 stop via Guwahati,Bengaluru","₹ 10,382"
845,Vistara,Kolkata,Hyderabad,07:10,12:35,1 stop via New Delhi,"₹ 10,425"
846,AirAsia,Kolkata,Hyderabad,09:40,15:35,1 stop via Bengaluru,"₹ 10,510"
847,IndiGo,Kolkata,Hyderabad,22:40,07:45,1 stop via Chennai,"₹ 10,883"
848,IndiGo,Kolkata,Hyderabad,17:25,23:05,1 stop via Bhubaneswar,"₹ 11,004"
849,Vistara,Kolkata,Hyderabad,10:15,17:00,1 stop via New Delhi,"₹ 11,139"
850,IndiGo,Kolkata,Hyderabad,06:25,13:10,1 stop via Chennai,"₹ 11,267"
851,IndiGo,Kolkata,Hyderabad,13:55,16:15,Non stop,"₹ 11,529"
852,IndiGo,Kolkata,Hyderabad,17:45,23:55,1 stop via Chennai,"₹ 12,159"
853,Air India,Kolkata,Hyderabad,10:25,23:35,1 stop via New Delhi,"₹ 12,474"
854,Spicejet,Kolkata,Hyderabad,12:00,15:40,1 stop via Visakhapatnam,"₹ 12,894"
855,IndiGo,Kolkata,Hyderabad,16:20,22:20,1 stop via Ranchi,"₹ 14,401"
856,AirAsia,Kolkata,Kochi,19:45,07:00,"2 stop via Bhubaneswar,Bengaluru","₹ 7,957"
857,AirAsia,Kolkata,Kochi,20:00,08:05,1 stop via New Delhi,"₹ 7,957"
858,IndiGo,Kolkata,Kochi,05:25,10:55,1 stop via Bengaluru,"₹ 7,959"
859,IndiGo,Kolkata,Kochi,06:25,13:10,1 stop via Chennai,"₹ 7,959"
860,IndiGo,Kolkata,Kochi,04:45,13:10,1 stop via Chennai,"₹ 7,959"
861,IndiGo,Kolkata,Kochi,07:15,13:35,1 stop via Bengaluru,"₹ 7,959"
862,IndiGo,Kolkata,Kochi,11:35,22:35,1 stop via Bengaluru,"₹ 7,959"
863,IndiGo,Kolkata,Kochi,23:35,07:00,1 stop via Bengaluru,"₹ 7,959"
864,IndiGo,Kolkata,Kochi,21:20,07:00,1 stop via Bengaluru,"₹ 7,959"
865,IndiGo,Kolkata,Kochi,19:50,07:00,1 stop via Bengaluru,"₹ 7,959"
866,IndiGo,Kolkata,Kochi,22:40,09:35,1 stop via Chennai,"₹ 7,959"
867,Go First,Kolkata,Kochi,20:55,07:30,1 stop via Hyderabad,"₹ 8,464"
868,IndiGo,Kolkata,Kochi,01:15,09:30,1 stop via New Delhi,"₹ 8,605"
869,IndiGo,Kolkata,Kochi,14:25,22:35,1 stop via Bengaluru,"₹ 8,605"
870,IndiGo,Kolkata,Kochi,11:25,22:45,1 stop via New Delhi,"₹ 8,605"
871,IndiGo,Kolkata,Kochi,21:40,09:30,1 stop via New Delhi,"₹ 8,605"
872,IndiGo,Kolkata,Kochi,23:20,10:00,1 stop via Hyderabad,"₹ 8,605"
873,IndiGo,Kolkata,Kochi,20:30,23:35,Non stop,"₹ 9,219"
874,IndiGo,Kolkata,Kochi,16:10,22:35,1 stop via Bengaluru,"₹ 9,251"
875,IndiGo,Kolkata,Kochi,15:00,22:10,1 stop via Chennai,"₹ 9,896"
876,"Spicejet, IndiGo",Kolkata,Kochi,06:10,13:35,1 stop via Bengaluru,"₹ 10,092"
877,Air India,Kolkata,Kochi,10:25,17:40,1 stop via New Delhi,"₹ 11,826"
878,IndiGo,Kolkata,Kochi,14:25,20:50,1 stop via Bengaluru,"₹ 13,125"
879,Vistara,Kolkata,Kochi,10:15,19:10,1 stop via New Delhi,"₹ 15,624"
880,AirAsia,Kolkata,Kochi,16:15,20:55,1 stop via Bengaluru,"₹ 18,553"
881,IndiGo,Kolkata,Ahmedabad,01:15,08:15,1 stop via New Delhi,"₹ 4,547"
882,IndiGo,Kolkata,Ahmedabad,05:30,13:10,1 stop via New Delhi,"₹ 4,547"
883,IndiGo,Kolkata,Ahmedabad,04:45,14:00,1 stop via Chennai,"₹ 4,547"
884,IndiGo,Kolkata,Ahmedabad,06:40,15:40,1 stop via New Delhi,"₹ 4,547"
885,IndiGo,Kolkata,Ahmedabad,19:10,01:20,1 stop via Mumbai,"₹ 4,547"
886,IndiGo,Kolkata,Ahmedabad,21:40,06:50,1 stop via New Delhi,"₹ 4,547"
887,IndiGo,Kolkata,Ahmedabad,20:25,06:50,1 stop via New Delhi,"₹ 4,547"
888,IndiGo,Kolkata,Ahmedabad,19:20,06:50,1 stop via New Delhi,"₹ 4,547"
889,IndiGo,Kolkata,Ahmedabad,05:25,12:50,1 stop via Bengaluru,"₹ 4,757"
890,IndiGo,Kolkata,Ahmedabad,17:25,01:55,1 stop via Bhubaneswar,"₹ 4,757"
891,IndiGo,Kolkata,Ahmedabad,21:05,07:45,1 stop via Indore,"₹ 4,757"
892,IndiGo,Kolkata,Ahmedabad,06:25,14:00,1 stop via Chennai,"₹ 4,967"
893,IndiGo,Kolkata,Ahmedabad,14:15,22:55,1 stop via Jaipur,"₹ 4,967"
894,IndiGo,Kolkata,Ahmedabad,22:40,06:45,1 stop via Chennai,"₹ 4,967"
895,IndiGo,Kolkata,Ahmedabad,23:20,07:10,1 stop via Hyderabad,"₹ 4,967"
896,IndiGo,Kolkata,Ahmedabad,23:35,07:35,1 stop via Bengaluru,"₹ 4,967"
897,IndiGo,Kolkata,Ahmedabad,21:20,07:35,1 stop via Bengaluru,"₹ 4,967"
898,Go First,Kolkata,Ahmedabad,16:25,19:30,Non stop,"₹ 7,958"
899,Go First,Kolkata,Ahmedabad,06:00,13:40,"2 stop via New Delhi,Chandigarh","₹ 7,958"
900,Spicejet,Kolkata,Ahmedabad,21:55,07:40,1 stop via New Delhi,"₹ 7,959"
901,Air India,Kolkata,Ahmedabad,10:25,19:25,1 stop via New Delhi,"₹ 8,130"
902,Air India,Kolkata,Ahmedabad,20:30,06:20,1 stop via New Delhi,"₹ 8,130"
903,IndiGo,Kolkata,Ahmedabad,14:25,23:10,1 stop via Bengaluru,"₹ 8,697"
904,IndiGo,Kolkata,Ahmedabad,17:35,01:20,1 stop via Mumbai,"₹ 8,697"
905,IndiGo,Kolkata,Ahmedabad,16:35,19:35,Non stop,"₹ 8,799"
906,IndiGo,Kolkata,Ahmedabad,11:35,19:05,1 stop via Bengaluru,"₹ 9,416"
907,IndiGo,Kolkata,Ahmedabad,11:40,20:15,1 stop via Lucknow,"₹ 9,416"
908,IndiGo,Kolkata,Ahmedabad,14:25,20:45,1 stop via Bengaluru,"₹ 9,416"
909,Vistara,Kolkata,Ahmedabad,10:15,19:40,1 stop via New Delhi,"₹ 10,336"
910,IndiGo,Kolkata,Ahmedabad,17:30,22:30,1 stop via Patna,"₹ 10,742"
911,IndiGo,Kolkata,Ahmedabad,16:30,23:50,1 stop via New Delhi,"₹ 10,742"
912,"AirAsia, Spicejet",Kolkata,Ahmedabad,09:05,22:15,"2 stop via Bagdogra,New Delhi","₹ 11,601"
913,"IndiGo, Go First",Kolkata,Ahmedabad,01:15,07:30,1 stop via New Delhi,"₹ 11,603"
914,Go First,Kolkata,Pune,22:20,00:45,Non stop,"₹ 7,958"
915,Go First,Kolkata,Pune,08:30,20:15,1 stop via Bengaluru,"₹ 7,958"
916,Go First,Kolkata,Pune,16:25,22:20,1 stop via Ahmedabad,"₹ 7,958"
917,Go First,Kolkata,Pune,18:55,06:50,1 stop via Bengaluru,"₹ 7,958"
918,Spicejet,Kolkata,Pune,20:30,11:55,1 stop via Bengaluru,"₹ 7,958"
919,IndiGo,Kolkata,Pune,04:45,11:40,1 stop via Chennai,"₹ 7,959"
920,IndiGo,Kolkata,Pune,07:15,13:00,1 stop via Bengaluru,"₹ 7,959"
921,IndiGo,Kolkata,Pune,05:25,13:00,1 stop via Bengaluru,"₹ 7,959"
922,IndiGo,Kolkata,Pune,07:00,15:25,1 stop via Raipur,"₹ 7,959"
923,IndiGo,Kolkata,Pune,06:40,15:40,1 stop via New Delhi,"₹ 7,959"
924,IndiGo,Kolkata,Pune,14:25,21:50,1 stop via Bengaluru,"₹ 7,959"
925,IndiGo,Kolkata,Pune,18:30,23:55,1 stop via Lucknow,"₹ 7,959"
